Hour of Day,Users,Sessions,Total Events
2016022006,23,22,577
2016022007,38,37,2143
2016022008,46,43,1845
2016022009,58,57,3077
2016022010,61,57,2215
2016022011,34,33,1506
2016022012,40,38,1337
2016022013,18,17,692
2016022014,22,19,773
2016022015,18,17,1018
2016022016,21,21,1376
2016022017,24,22,1134
2016022018,27,26,1019
2016022019,19,16,927
2016022020,23,24,324
2016022021,11,11,458
2016022022,9,9,228
2016022023,12,12,255
2016022100,4,4,157
2016022101,2,2,60
2016022104,1,1,2
2016022105,6,6,57
2016022106,9,9,162
2016022107,17,17,826
2016022108,37,33,2664
2016022109,37,34,2003
2016022110,40,35,2551
2016022111,34,30,1684
2016022112,34,34,1386
2016022113,22,21,1122
2016022114,29,27,1488
2016022115,30,28,1670
2016022116,34,32,1640
2016022117,34,32,1575
2016022118,23,18,966
2016022119,22,22,486
2016022120,7,7,132
2016022121,12,12,490
2016022122,5,5,423
2016022123,6,6,135
2016022200,5,5,452
2016022201,4,4,263
2016022203,5,5,62
2016022204,2,2,46
2016022205,10,10,85
2016022206,11,10,185
2016022207,44,40,1522
2016022208,52,49,3031
2016022209,62,57,1931
2016022210,39,37,2207
2016022211,24,23,1425
2016022212,22,21,716
2016022213,35,33,1089
2016022214,35,30,1361
2016022215,32,28,1452
2016022216,39,37,2064
2016022217,34,32,1409
2016022218,23,22,1366
2016022219,12,11,239
2016022220,18,19,317
2016022221,12,10,236
2016022222,7,9,153
2016022223,10,9,136
2016022300,6,6,320
2016022301,2,2,10
2016022302,2,1,85
2016022303,1,1,4
2016022304,1,1,2
2016022305,15,15,357
2016022306,11,9,201
2016022307,29,29,606
2016022308,39,35,1206
2016022309,45,45,2221
2016022310,33,33,1466
2016022311,13,13,275
2016022312,17,18,578
2016022313,30,30,1214
2016022314,23,19,639
2016022315,40,38,1266
2016022316,24,22,1168
2016022317,34,34,1068
2016022318,18,16,569
2016022319,17,17,402
2016022320,15,13,230
2016022321,10,9,94
2016022322,7,7,302
2016022323,5,5,50
2016022400,1,1,16
2016022401,4,4,149
2016022402,2,2,84
2016022405,11,11,46
2016022406,15,13,150
2016022407,27,27,1279
2016022408,38,35,1331
2016022409,51,46,2239
2016022410,30,29,1419
2016022411,16,15,633
2016022412,26,26,1079
2016022413,26,23,1073
2016022414,21,21,1337
2016022415,32,28,1819
2016022416,23,23,960
2016022417,33,33,1337
2016022418,22,21,1321
2016022419,13,12,365
2016022420,15,15,401
2016022421,11,10,172
2016022422,7,7,312
2016022423,4,4,213
2016022500,5,5,116
2016022502,2,2,47
2016022503,1,1,40
2016022504,1,1,4
2016022505,11,11,147
2016022506,13,12,371
2016022507,22,21,1341
2016022508,33,30,1420
2016022509,40,39,1415
2016022510,38,35,1620
2016022511,27,24,1536
2016022512,23,22,1124
2016022513,15,15,466
2016022514,26,24,1028
2016022515,35,32,1494
2016022516,18,17,427
2016022517,27,27,1502
2016022518,16,16,672
2016022519,21,17,442
2016022520,10,9,86
2016022521,2,2,19
2016022522,5,5,184
2016022523,7,7,61
2016022600,6,6,177
2016022601,2,2,11
2016022604,1,1,16
2016022605,6,6,21
2016022606,13,13,304
2016022607,24,26,863
2016022608,30,29,576
2016022609,35,34,1835
2016022610,37,37,1058
2016022611,34,32,1380
2016022612,21,19,737
2016022613,13,13,714
2016022614,24,24,510
2016022615,26,24,1305
2016022616,27,27,1684
2016022617,23,21,1019
2016022618,17,17,949
2016022619,13,12,626
2016022620,6,5,192
2016022621,6,6,146
2016022622,15,15,537
2016022623,4,2,67
2016022700,5,5,84
2016022701,1,1,21
2016022702,1,1,45
2016022705,5,5,67
2016022706,7,7,300
2016022707,21,21,683
2016022708,30,29,1340
2016022709,37,33,1200
2016022710,29,29,1094
2016022711,21,19,992
2016022712,11,10,546
2016022713,6,5,167
2016022714,7,7,284
2016022715,7,7,1002
2016022716,13,13,342
2016022717,15,11,1056
2016022718,12,12,837
2016022719,13,13,544
2016022720,5,5,105
2016022721,5,4,29
2016022722,4,4,89
2016022723,4,4,29
2016022800,2,2,125
2016022801,4,4,96
2016022802,1,1,1
2016022803,1,1,10
2016022804,1,1,203
2016022805,5,5,365
2016022806,9,7,216
2016022807,13,12,242
2016022808,19,18,631
2016022809,35,34,1724
2016022810,24,24,997
2016022811,32,29,1353
2016022812,18,16,1031
2016022813,15,12,520
2016022814,22,21,794
2016022815,16,15,936
2016022816,16,16,395
2016022817,15,15,625
2016022818,12,12,447
2016022819,12,12,298
2016022820,9,9,274
2016022821,11,10,133
2016022822,7,7,94
2016022823,1,1,37
2016022900,4,4,130
2016022903,6,6,229
2016022904,4,4,13
2016022905,6,6,65
2016022906,9,7,216
2016022907,23,22,1075
2016022908,46,44,1929
2016022909,35,32,1894
2016022910,35,32,1225
2016022911,21,19,525
2016022912,26,26,1231
2016022913,23,23,810
2016022914,18,16,908
2016022915,30,30,1327
2016022916,22,21,619
2016022917,18,19,936
2016022918,23,22,1361
2016022919,7,7,155
2016022920,13,13,318
2016022921,12,11,180
2016022922,6,6,201
2016022923,5,5,49
2016030100,2,2,10
2016030101,4,4,424
2016030102,1,1,7
2016030104,2,2,15
2016030105,6,6,63
2016030106,12,11,419
2016030107,24,23,750
2016030108,46,44,1881
2016030109,35,34,1633
2016030110,39,39,1431
2016030111,30,29,1077
2016030112,30,29,1173
2016030113,35,34,801
2016030114,27,26,1207
2016030115,26,24,1221
2016030116,18,17,1483
2016030117,37,37,1846
2016030118,16,13,486
2016030119,10,10,662
2016030120,10,10,463
2016030121,17,17,588
2016030122,11,11,448
2016030123,4,4,63
2016030200,1,1,10
2016030201,2,2,138
2016030202,1,1,2
2016030203,1,1,12
2016030204,2,1,9
2016030205,6,7,47
2016030206,10,10,181
2016030207,39,40,1853
2016030208,40,37,1849
2016030209,38,38,1460
2016030210,26,26,2175
2016030211,22,21,824
2016030212,17,17,406
2016030213,28,26,807
2016030214,30,27,1393
2016030215,26,22,1025
2016030216,30,30,1193
2016030217,24,22,1252
2016030218,18,18,1520
2016030219,9,9,175
2016030220,9,9,251
2016030221,16,15,554
2016030222,5,4,139
2016030223,7,7,150
2016030300,2,2,32
2016030301,4,4,54
2016030302,1,1,4
2016030304,2,2,62
2016030305,9,9,60
2016030306,12,10,419
2016030307,30,29,1286
2016030308,54,47,1790
2016030309,57,54,2623
2016030310,43,39,1847
2016030311,43,44,1386
2016030312,28,24,829
2016030313,24,22,1258
2016030314,37,34,1214
2016030315,29,28,1325
2016030316,40,39,1639
2016030317,32,29,1247
2016030318,24,23,1134
2016030319,17,16,490
2016030320,13,12,307
2016030321,5,5,108
2016030322,13,13,430
2016030323,11,11,196
2016030400,2,2,39
2016030401,1,1,9
2016030403,4,4,78
2016030404,1,1,26
2016030405,6,6,57
2016030406,9,9,194
2016030407,32,30,1052
2016030408,60,57,3781
2016030409,62,60,2936
2016030410,54,52,2692
2016030411,47,47,1729
2016030412,52,51,3667
2016030413,55,54,2699
2016030414,41,41,1765
2016030415,62,57,3707
2016030416,96,95,4953
2016030417,105,99,7734
2016030418,71,63,3578
2016030419,30,29,1219
2016030420,17,17,1126
2016030421,24,24,1348
2016030422,27,26,1666
2016030423,22,19,1033
2016030500,18,18,706
2016030501,7,7,274
2016030502,7,5,487
2016030503,5,5,124
2016030504,9,7,343
2016030505,7,7,101
2016030506,24,24,611
2016030507,77,73,3746
2016030508,91,88,4216
2016030509,88,84,5291
2016030510,102,102,6208
2016030511,90,84,3310
2016030512,88,80,4011
2016030513,82,79,4386
2016030514,80,77,5387
2016030515,78,78,4323
2016030516,77,69,3894
2016030517,96,88,5029
2016030518,108,111,6457
2016030519,84,77,5035
2016030520,76,69,4065
2016030521,84,78,4797
2016030522,66,60,2783
2016030523,56,52,2908
2016030600,62,62,3356
2016030601,22,17,1142
2016030602,16,17,821
2016030603,13,12,479
2016030604,19,17,1383
2016030605,32,29,1634
2016030606,54,54,2751
2016030607,142,142,7812
2016030608,231,216,13813
2016030609,194,183,9936
2016030610,160,141,9502
2016030611,133,117,7480
2016030612,118,104,5976
2016030613,78,69,3586
2016030614,85,85,4704
2016030615,110,107,6085
2016030616,106,99,5157
2016030617,134,130,7621
2016030618,160,150,10656
2016030619,110,90,7700
2016030620,89,82,5068
2016030621,125,116,9107
2016030622,74,67,5128
2016030623,73,69,4846
2016030700,52,52,3882
2016030701,24,24,1951
2016030702,18,18,960
2016030703,21,19,437
2016030704,32,29,1741
2016030705,45,45,2311
2016030706,108,102,5795
2016030707,222,206,13321
2016030708,350,329,23127
2016030709,337,304,22736
2016030710,276,251,15327
2016030711,235,220,13649
2016030712,172,157,8418
2016030713,140,129,7929
2016030714,142,139,8390
2016030715,146,134,7755
2016030716,158,150,7817
2016030717,142,132,8484
2016030718,99,90,5079
2016030719,63,57,3953
2016030720,54,54,2221
2016030721,28,28,1024
2016030722,30,29,958
2016030723,16,16,593
2016030800,15,15,803
2016030801,6,6,123
2016030802,7,7,289
2016030803,6,5,223
2016030804,4,4,300
2016030805,13,13,412
2016030806,22,22,616
2016030807,69,66,3338
2016030808,91,90,4323
2016030809,112,106,5320
2016030810,69,63,4416
2016030811,62,61,3181
2016030812,57,56,2533
2016030813,63,61,3109
2016030814,78,76,4242
2016030815,71,66,2907
2016030816,65,66,2791
2016030817,69,62,3125
2016030818,46,40,2162
2016030819,37,32,1346
2016030820,32,27,1066
2016030821,27,26,947
2016030822,19,19,768
2016030823,13,11,818
2016030900,6,6,385
2016030901,7,7,174
2016030902,2,2,160
2016030903,6,6,302
2016030904,9,9,224
2016030905,13,13,452
2016030906,32,30,1034
2016030907,68,69,3377
2016030908,125,119,7073
2016030909,104,97,5074
2016030910,71,66,3149
2016030911,68,68,3525
2016030912,60,57,2123
2016030913,49,45,2431
2016030914,54,49,2601
2016030915,63,56,3612
2016030916,67,65,3272
2016030917,60,56,3001
2016030918,38,33,2132
2016030919,23,21,1040
2016030920,24,23,839
2016030921,13,11,414
2016030922,15,16,588
2016030923,11,11,527
2016031000,9,9,270
2016031001,5,5,174
2016031002,4,4,219
2016031003,9,7,341
2016031004,6,5,374
2016031005,9,9,314
2016031006,27,26,794
2016031007,55,51,2112
2016031008,96,91,4558
2016031009,104,91,4836
2016031010,101,99,5314
2016031011,116,111,6701
2016031012,100,93,5375
2016031013,83,73,3929
2016031014,78,74,4280
2016031015,93,86,5029
2016031016,89,86,5403
2016031017,99,94,4800
2016031018,80,73,6298
2016031019,57,49,2527
2016031020,33,34,844
2016031021,43,43,1341
2016031022,26,24,1553
2016031023,21,19,1324
2016031100,15,15,328
2016031101,7,6,257
2016031102,4,4,89
2016031103,2,2,33
2016031104,9,9,336
2016031105,18,17,561
2016031106,32,29,1159
2016031107,67,65,3108
2016031108,121,113,6675
2016031109,167,153,8962
2016031110,138,125,7100
2016031111,124,116,7245
2016031112,123,124,6036
2016031113,127,114,7572
2016031114,124,119,7326
2016031115,156,150,10921
2016031116,155,147,9611
2016031117,158,150,10623
2016031118,117,107,7174
2016031119,83,66,4093
2016031120,57,55,2618
2016031121,51,45,2345
2016031122,45,45,2030
2016031123,22,19,800
2016031200,27,27,1089
2016031201,12,12,720
2016031202,4,4,189
2016031203,6,7,262
2016031204,9,9,505
2016031205,17,18,792
2016031206,32,30,1358
2016031207,68,67,2987
2016031208,139,134,8781
2016031209,141,136,10237
2016031210,116,104,6641
2016031211,112,104,6128
2016031212,102,95,6068
2016031213,88,86,5117
2016031214,95,88,5056
2016031215,110,104,7484
2016031216,118,113,7673
2016031217,158,149,10346
2016031218,133,125,9298
2016031219,99,94,4667
2016031220,83,77,4250
2016031221,61,60,2483
2016031222,54,50,2337
2016031223,38,33,2134
2016031300,38,39,1823
2016031301,16,12,677
2016031303,15,12,700
2016031304,18,18,1251
2016031305,12,12,481
2016031306,37,34,1443
2016031307,65,63,2792
2016031308,142,134,9293
2016031309,207,202,11777
2016031310,234,217,13544
2016031311,228,207,12911
2016031312,197,183,13695
2016031313,202,185,14642
2016031314,186,166,11687
2016031315,186,177,12548
2016031316,178,170,10720
2016031317,217,205,15187
2016031318,186,164,10979
2016031319,181,169,10413
2016031320,123,111,6538
2016031321,119,112,4541
2016031322,208,203,9236
2016031323,78,63,3108
2016031400,46,46,1884
2016031401,17,16,940
2016031402,11,10,520
2016031403,12,11,544
2016031404,10,9,760
2016031405,18,17,1028
2016031406,57,56,2238
2016031407,106,104,4242
2016031408,156,145,9211
2016031409,191,181,11666
2016031410,141,129,7297
2016031411,113,102,6628
2016031412,105,104,6412
2016031413,93,85,5390
2016031414,79,69,3620
2016031415,93,89,5158
2016031416,78,71,6619
2016031417,58,54,4028
2016031418,60,60,2878
2016031419,49,46,2423
2016031420,41,39,1816
2016031421,30,28,1181
2016031422,28,24,675
2016031423,11,10,220
2016031500,13,13,793
2016031501,5,6,84
2016031502,2,2,55
2016031503,5,5,170
2016031504,5,5,130
2016031505,12,13,88
2016031506,21,19,764
2016031507,29,28,833
2016031508,89,88,4824
2016031509,80,73,3960
2016031510,55,50,2510
2016031511,60,54,3778
2016031512,50,46,2634
2016031513,50,41,1758
2016031514,49,46,2908
2016031515,58,55,3053
2016031516,44,39,3282
2016031517,47,44,2457
2016031518,28,29,1579
2016031519,30,30,1368
2016031520,23,22,1085
2016031521,17,16,729
2016031522,17,16,628
2016031523,11,11,259
2016031600,2,2,186
2016031601,1,1,40
2016031602,4,4,227
2016031603,1,1,12
2016031604,5,5,336
2016031605,7,6,38
2016031606,11,10,385
2016031607,32,29,1930
2016031608,51,47,1833
2016031609,61,60,3446
2016031610,50,49,3091
2016031611,32,29,723
2016031612,44,41,2271
2016031613,37,34,2192
2016031614,35,33,2135
2016031615,54,52,3205
2016031616,46,43,3083
2016031617,40,38,2479
2016031618,29,26,1673
2016031619,22,21,1038
2016031620,22,21,878
2016031621,15,13,324
2016031622,21,21,563
2016031623,11,10,179
2016031700,6,6,146
2016031701,2,2,74
2016031702,4,5,12
2016031704,1,1,57
2016031705,9,9,151
2016031706,18,17,396
2016031707,33,33,893
2016031708,51,50,2784
2016031709,49,45,2118
2016031710,33,32,2020
2016031711,33,27,1223
2016031712,35,33,1327
2016031713,33,26,1640
2016031714,34,33,1178
2016031715,43,41,1327
2016031716,28,27,966
2016031717,24,24,1108
2016031718,24,24,1136
2016031719,13,13,382
2016031720,16,15,821
2016031721,22,22,695
2016031722,5,5,94
2016031723,13,13,591
2016031800,6,6,51
2016031801,2,2,38
2016031802,2,2,62
2016031803,1,1,17
2016031804,2,2,26
2016031805,7,7,144
2016031806,10,9,502
2016031807,26,22,1795
2016031808,50,46,3013
2016031809,49,46,2372
2016031810,47,46,2858
2016031811,39,38,2226
2016031812,30,30,1242
2016031813,29,26,1077
2016031814,27,27,1653
2016031815,27,27,2149
2016031816,37,35,2271
2016031817,33,33,1570
2016031818,17,15,488
2016031819,19,17,1010
2016031820,12,12,574
2016031821,15,15,491
2016031822,6,6,128
2016031823,7,6,100
2016031900,9,9,150
2016031901,2,2,6
2016031902,1,1,7
2016031905,6,6,160
2016031906,6,6,234
2016031907,12,12,169
2016031908,26,26,894
2016031909,23,21,1325
2016031910,28,24,1171
2016031911,24,23,1001
2016031912,21,21,849
2016031913,17,17,957
2016031914,18,15,878
2016031915,26,24,1324
2016031916,26,23,894
2016031917,19,18,1061
2016031918,15,13,538
2016031919,13,13,396
2016031920,5,5,79
2016031921,10,10,246
2016031922,13,13,191
2016031923,2,1,39
2016032000,5,5,163
2016032001,4,4,55
2016032002,2,2,27
2016032003,2,2,68
2016032004,1,0,4
2016032005,5,5,52
2016032006,6,6,205
2016032007,9,9,231
2016032008,22,22,902
2016032009,39,37,1779
2016032010,38,35,2017
2016032011,44,44,2183
2016032012,33,28,1705
2016032013,30,28,1551
2016032014,33,32,2106
2016032015,40,35,1973
2016032016,40,38,2785
2016032017,52,44,2949
2016032018,43,39,1704
2016032019,49,49,2313
2016032020,32,29,2085
2016032021,26,23,1276
2016032022,24,24,1055
2016032023,22,21,667
2016032100,6,6,111
2016032101,2,2,7
2016032102,4,2,112
2016032103,4,4,104
2016032104,2,2,384
2016032105,12,13,270
2016032106,22,19,1058
2016032107,54,51,1883
2016032108,93,83,4581
2016032109,96,89,4252
2016032110,77,73,3370
2016032111,79,72,3947
2016032112,68,65,4408
2016032113,79,74,4285
2016032114,111,104,6006
2016032115,113,102,6097
2016032116,121,110,7590
2016032117,136,125,9300
2016032118,132,130,6806
2016032119,96,89,5448
2016032120,69,65,3163
2016032121,46,43,2583
2016032122,54,50,3020
2016032123,40,35,1951
2016032200,11,11,941
2016032201,13,12,626
2016032202,9,7,276
2016032203,5,5,212
2016032204,5,4,237
2016032205,18,18,990
2016032206,40,40,2236
2016032207,82,79,3624
2016032208,132,121,10004
2016032209,145,133,8859
2016032210,106,102,5893
2016032211,110,97,6526
2016032212,80,73,3211
2016032213,72,69,3177
2016032214,77,68,3357
2016032215,65,57,3335
2016032216,61,57,2716
2016032217,50,50,2949
2016032218,55,55,3334
2016032219,40,33,2201
2016032220,28,26,919
2016032221,12,12,487
2016032222,12,12,379
2016032223,6,5,147
2016032300,5,5,358
2016032301,1,1,1
2016032302,2,1,51
2016032303,5,5,286
2016032304,7,7,308
2016032305,15,15,754
2016032306,18,16,736
2016032307,58,54,3013
2016032308,95,91,4903
2016032309,90,85,5385
2016032310,60,55,2672
2016032311,46,44,2292
2016032312,55,49,2682
2016032313,67,65,2996
2016032314,66,60,3449
2016032315,56,49,3893
2016032316,44,40,2689
2016032317,32,32,1786
2016032318,50,49,3016
2016032319,32,28,1654
2016032320,24,22,577
2016032321,27,27,555
2016032322,18,17,639
2016032323,9,7,460
2016032400,6,6,113
2016032401,6,6,166
2016032402,2,0,66
2016032403,5,5,179
2016032404,6,6,149
2016032405,10,10,132
2016032406,23,21,714
2016032407,32,32,1672
2016032408,55,51,3153
2016032409,63,58,3221
2016032410,51,46,2650
2016032411,38,37,1467
2016032412,45,43,2577
2016032413,35,35,2046
2016032414,35,34,1357
2016032415,44,43,2041
2016032416,40,39,2741
2016032417,35,33,1517
2016032418,30,28,1305
2016032419,13,13,1192
2016032420,15,15,628
2016032421,12,12,482
2016032422,11,11,259
2016032423,9,6,256
2016032500,2,2,49
2016032501,1,1,16
2016032503,1,1,67
2016032504,5,5,65
2016032505,4,4,239
2016032506,16,16,429
2016032507,28,30,1371
2016032508,49,43,2319
2016032509,52,51,2445
2016032510,45,45,2773
2016032511,30,28,1488
2016032512,29,29,1273
2016032513,29,27,1352
2016032514,28,27,1447
2016032515,34,32,2580
2016032516,32,27,1533
2016032517,33,29,1969
2016032518,24,23,1711
2016032519,21,18,1344
